Submission Time,Full name,Marital status,Gender,Religion,Date of birth,Current address,Highest formal of education,Faculty/Major,School/University name,Email address,WhatsApp number,Desired positions,Current status,Experience,Applied date,Portfolio (2MB),Upload CV (2MB),Portfolio link,Expected salary (IDR),Where did you find this job?,Consent,Skills
"Mar 23, 2025 @ 04:58 AM",H. Tedi Permadi,Married,Female,Christian,11/12/1995,"Gg. Gardujati No. 4, Makassar, Sulawesi Utara 48318",S1/D4,Teknik Informatika,Universitas Gunadarma,kamariarajasa@hotmail.com,338308842313,DevOps Engineer,Fulltime,Fresh graduate,05/19/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://www.perum.ac.id/,9633874,Indeed,checked,"['AWS', 'Linux', 'Networking', 'Figma', 'Azure']"
"Jun 10, 2025 @ 04:04 AM",Danuja Sudiati,Single,Male,Moslem,11/19/1991,"Jl. Cempaka No. 0, Salatiga, Sulawesi Selatan 69400",S2,Teknik Komputer,Universitas Indonesia,imam10@ud.mil,735746453548,UI/UX Designer,Intern,Fresh graduate,05/22/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6209923,Website,checked,"['Python', 'HTML', 'Azure']"
"Jan 30, 2025 @ 03:36 PM",Raden Suartini,Married,Female,Catholic,04/06/2004,"Jl. HOS. Cokroaminoto No. 70, Singkawang, Gorontalo 88741",S2,Sistem Informasi,Institut Teknologi Bandung,jefrithamrin@yahoo.com,994049474129,Backend Developer,Freelancer,1-3 years,06/02/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://www.pd.mil.id/,5998970,LinkedIn,checked,"['Azure', 'Python', 'Linux']"
"Jan 19, 2025 @ 05:05 PM",Cornelia Marpaung,Single,Female,Hindu,04/26/2001,"Jl. Cempaka No. 91, Tanjungbalai, KB 46092",S2,Sistem Komputer,Universitas Gunadarma,caturangga10@ud.or.id,241230685589,Data Analyst,Intern,1-3 years,05/31/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7559144,Telegram Group,checked,"['Networking', 'Figma', 'Linux', 'AWS', 'Azure', 'CSS']"
"Jan 09, 2025 @ 03:48 PM",Candrakanta Permata,Married,Female,Christian,07/17/2003,"Gang M.T Haryono No. 2, Padang Sidempuan, RI 45212",SMA/SMK,Teknik Komputer,Universitas Bina Nusantara,aryanikarja@ud.co.id,751570904176,UI/UX Designer,Unemployed,More than 5 years,06/08/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4330815,LinkedIn,checked,"['Node.js', 'HTML', 'CSS', 'GCP']"
"Apr 07, 2025 @ 03:35 PM",Kardi Yuliarti,Single,Male,Catholic,01/30/1997,"Gg. Rajawali Timur No. 30, Sukabumi, Nusa Tenggara Timur 05089",SMA/SMK,Sistem Informasi,Universitas Gunadarma,hassanahendah@pd.my.id,033182028365,DevOps Engineer,Intern,3-5 years,05/24/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9961336,Glints,checked,"['Docker', 'GCP', 'Node.js', 'Linux', 'Azure']"
"Apr 01, 2025 @ 08:18 PM",Bajragin Hutasoit,Married,Female,Hindu,02/15/1993,"Gang Laswi No. 281, Tangerang, JA 68430",S2,Sistem Komputer,Universitas Terbuka,agnesutami@gmail.com,838361974268,Backend Developer,Intern,Fresh graduate,05/27/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5699531,Instagram,checked,"['JavaScript', 'Networking', 'Docker', 'Node.js', 'AWS']"
"Apr 01, 2025 @ 03:46 PM",Qori Halimah,Married,Male,Moslem,04/25/1998,"Gang Jamika No. 9, Sabang, Jawa Tengah 80707",D3,Teknik Komputer,Universitas Terbuka,salahudinnrima@hotmail.com,818343813232,Frontend Developer,Unemployed,Fresh graduate,05/22/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://www.pd.go.id/,7513818,Glints,checked,"['Figma', 'JavaScript', 'GCP']"
"Feb 04, 2025 @ 09:03 PM","R. Maras Uyainah, S.Pt",Married,Male,Buddhist,07/15/1991,"Jalan Astana Anyar No. 0, Subulussalam, Kalimantan Utara 86876",SMA/SMK,Teknik Komputer,Universitas Gunadarma,tarisaputra@pt.desa.id,525209759289,Backend Developer,Fulltime,3-5 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9887574,LinkedIn,checked,"['HTML', 'SQL', 'Networking']"
"Feb 04, 2025 @ 05:51 PM",Lulut Pertiwi,Single,Female,Moslem,08/21/2003,"Gang Soekarno Hatta No. 890, Blitar, Jambi 35659",S2,Manajemen Informatika,Universitas Gunadarma,awijayanti@ud.net.id,211798017816,UI/UX Designer,Freelancer,3-5 years,06/07/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://www.pt.co.id/,4310052,Telegram Group,checked,"['SQL', 'CSS', 'Node.js', 'Networking']"
"Mar 05, 2025 @ 03:05 AM","dr. Mitra Irawan, S.I.Kom",Married,Male,Christian,04/13/2001,"Gang M.T Haryono No. 3, Bogor, Lampung 27133",SMA/SMK,Teknik Komputer,Universitas Terbuka,lbudiyanto@pd.net.id,019149815025,Data Analyst,Freelancer,1-3 years,06/02/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5213443,Instagram,checked,"['HTML', 'AWS', 'Docker']"
"Jan 13, 2025 @ 05:15 AM",Lurhur Uwais,Single,Female,Catholic,07/15/1995,"Gg. Pelajar Pejuang No. 0, Bontang, Riau 95469",S1/D4,Informatics,Universitas Terbuka,wibisonomulyono@yahoo.com,883129014176,UI/UX Designer,Intern,3-5 years,05/28/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://www.pd.web.id/,9442928,Instagram,checked,"['GCP', 'HTML', 'Networking', 'AWS', 'Linux']"
"Mar 02, 2025 @ 02:28 AM",Sarah Saefullah,Single,Female,Buddhist,06/22/1994,"Gg. Asia Afrika No. 16, Denpasar, KB 44567",D3,Teknik Informatika,Universitas Indonesia,najmudinnatalia@yahoo.com,365505623878,DevOps Engineer,Intern,1-3 years,06/03/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4983775,Instagram,checked,"['GCP', 'Figma', 'Azure', 'Python', 'Networking']"
"Jan 26, 2025 @ 02:06 PM",Nova Mandala,Single,Female,Moslem,07/26/2003,"Gang Cihampelas No. 851, Banjarbaru, Kalimantan Selatan 87744",S1/D4,Teknik Komputer,Universitas Terbuka,siregarharimurti@yahoo.com,961378331014,IT Support,Intern,More than 5 years,05/27/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6555302,Indeed,checked,"['GCP', 'Python', 'Networking', 'Node.js', 'Azure']"
"May 20, 2025 @ 06:23 AM",Tari Utami,Married,Female,Moslem,12/29/1993,"Jalan Kutai No. 730, Pasuruan, SR 40937",SMA/SMK,Sistem Komputer,Universitas Gunadarma,hnamaga@perum.co.id,136968254821,DevOps Engineer,Freelancer,More than 5 years,05/31/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4670277,Telegram Group,checked,"['GCP', 'CSS', 'React']"
"Mar 19, 2025 @ 09:43 AM",Muhammad Hassanah,Married,Male,Buddhist,09/02/2000,"Jalan Merdeka No. 464, Langsa, SU 46685",D3,Teknik Komputer,Universitas Indonesia,rosman90@pt.mil,748599800300,UI/UX Designer,Freelancer,3-5 years,06/05/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://www.ud.or.id/,9046591,LinkedIn,checked,"['JavaScript', 'SQL', 'AWS']"
"May 14, 2025 @ 06:24 AM",Teguh Samosir,Married,Female,Buddhist,08/17/2001,"Gg. Astana Anyar No. 6, Tomohon, Maluku Utara 13556",SMA/SMK,Teknik Komputer,Universitas Gunadarma,galionoramadan@pd.ac.id,640728341861,Frontend Developer,Unemployed,1-3 years,05/22/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9183791,Indeed,checked,"['HTML', 'Node.js', 'Kubernetes', 'AWS', 'GCP', 'React']"
"Jun 06, 2025 @ 07:19 PM",Rizki Utami,Married,Female,Buddhist,04/11/1997,"Gg. Ciwastra No. 40, Pagaralam, KR 72331",SMA/SMK,Sistem Informasi,Universitas Gunadarma,pbudiman@hotmail.com,695400670415,Frontend Developer,Intern,More than 5 years,06/06/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6426984,LinkedIn,checked,"['Kubernetes', 'GCP', 'Azure']"
"Jan 31, 2025 @ 09:01 PM",Wahyu Nuraini,Married,Female,Moslem,03/27/1992,"Jl. Waringin No. 161, Denpasar, BB 51056",D3,Sistem Komputer,Universitas Bina Nusantara,spuspita@hotmail.com,189402968600,Frontend Developer,Fulltime,More than 5 years,05/18/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://www.pt.mil.id/,5883103,Indeed,checked,"['Networking', 'SQL', 'Python', 'AWS', 'Kubernetes']"
"Jan 05, 2025 @ 04:17 AM",Balapati Maheswara,Single,Male,Buddhist,11/26/1992,"Jl. Astana Anyar No. 1, Payakumbuh, BA 48344",D3,Informatics,Universitas Terbuka,fhardiansyah@cv.int,718890213182,Frontend Developer,Intern,Fresh graduate,05/29/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4182427,LinkedIn,checked,"['Kubernetes', 'Python', 'React', 'HTML', 'JavaScript', 'CSS']"
"Feb 16, 2025 @ 08:33 AM",Ir. Nyana Kurniawan,Married,Female,Christian,05/07/1990,"Gg. Pasteur No. 79, Bitung, Jawa Barat 13792",D3,Manajemen Informatika,Institut Teknologi Bandung,widyanajmudin@cv.org,094591400437,DevOps Engineer,Freelancer,More than 5 years,05/21/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5386751,Website,checked,"['SQL', 'Python', 'Kubernetes', 'Node.js']"
"Mar 14, 2025 @ 05:32 AM","Tgk. Kasusra Mardhiyah, S.Sos",Single,Male,Moslem,05/10/1997,"Gg. Ahmad Dahlan No. 58, Pekanbaru, Jambi 86014",S2,Teknik Informatika,Universitas Terbuka,purwantinovi@hotmail.com,527820918338,Frontend Developer,Fulltime,3-5 years,05/24/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7729190,Website,checked,"['HTML', 'SQL', 'Linux', 'Kubernetes', 'CSS']"
"Mar 03, 2025 @ 05:00 AM",Kanda Palastri,Single,Male,Moslem,03/20/1994,"Gg. Cikapayang No. 945, Cirebon, PB 25216",SMA/SMK,Informatics,Universitas Terbuka,apudjiastuti@gmail.com,644765433710,IT Support,Fulltime,1-3 years,06/02/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9368760,Indeed,checked,"['Kubernetes', 'SQL', 'Linux']"
"Mar 07, 2025 @ 08:24 PM",Gawati Setiawan,Married,Male,Catholic,05/14/2004,"Gang Sadang Serang No. 9, Sorong, PB 33640",S1/D4,Teknik Informatika,Institut Teknologi Bandung,mnuraini@ud.mil.id,349576254355,DevOps Engineer,Fulltime,3-5 years,06/11/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5418184,Indeed,checked,"['React', 'Python', 'GCP', 'Kubernetes', 'Azure']"
"Jan 22, 2025 @ 10:51 AM",Elisa Natsir,Single,Female,Buddhist,05/01/2000,"Jalan Tebet Barat Dalam No. 263, Tarakan, Kalimantan Barat 21263",S2,Sistem Komputer,Universitas Bina Nusantara,alika51@gmail.com,005488668205,Frontend Developer,Intern,More than 5 years,06/06/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://www.pd.mil.id/,6307407,LinkedIn,checked,"['Node.js', 'Python', 'Figma']"
"Jan 20, 2025 @ 12:24 AM",Prabu Haryanti,Married,Female,Hindu,10/03/1995,"Jalan Ir. H. Djuanda No. 51, Jayapura, Sumatera Utara 61950",S1/D4,Teknik Komputer,Universitas Gunadarma,cmegantara@yahoo.com,018794500446,DevOps Engineer,Freelancer,Fresh graduate,06/03/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5217871,Glints,checked,"['SQL', 'HTML', 'JavaScript', 'Docker', 'AWS']"
"Jun 06, 2025 @ 08:09 AM","R. Vicky Ramadan, S.Farm",Single,Male,Hindu,04/20/2001,"Gang Cikutra Timur No. 02, Banda Aceh, Papua Barat 55620",D3,Sistem Komputer,Universitas Gunadarma,laksanakurniawan@yahoo.com,212804213829,Frontend Developer,Unemployed,1-3 years,05/14/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7604371,Indeed,checked,"['Networking', 'Linux', 'Node.js', 'Azure']"
"Jan 29, 2025 @ 01:24 AM","Tgk. Mila Zulaika, S.Psi",Married,Female,Catholic,09/07/1995,"Jalan PHH. Mustofa No. 5, Serang, Jambi 47988",SMA/SMK,Teknik Komputer,Universitas Terbuka,hamima45@pt.int,906646642902,Backend Developer,Intern,3-5 years,05/20/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4991964,Glints,checked,"['AWS', 'Networking', 'Azure', 'Docker', 'Kubernetes']"
"Mar 26, 2025 @ 09:21 PM",Laras Waluyo,Married,Male,Buddhist,12/21/2003,"Gg. Rungkut Industri No. 0, Bekasi, PA 56555",D3,Sistem Komputer,Universitas Gunadarma,budiyantolala@cv.org,084439376402,IT Support,Fulltime,3-5 years,06/01/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5789483,Telegram Group,checked,"['HTML', 'Docker', 'GCP']"
"Feb 14, 2025 @ 06:28 PM",Tgk. Yani Laksmiwati,Single,Female,Buddhist,01/21/2003,"Jl. Laswi No. 653, Bitung, Sulawesi Tengah 77393",D3,Teknik Informatika,Universitas Bina Nusantara,astutijasmani@cv.sch.id,511390680409,IT Support,Unemployed,More than 5 years,06/04/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://www.cv.web.id/,5612035,Indeed,checked,"['AWS', 'Docker', 'JavaScript', 'Linux', 'Figma', 'Python']"
"Mar 04, 2025 @ 05:07 AM",Asmianto Nuraini,Married,Male,Moslem,10/31/1996,"Jl. Moch. Ramdan No. 777, Prabumulih, JB 50998",SMA/SMK,Sistem Komputer,Institut Teknologi Bandung,lalitanapitupulu@ud.com,805050093328,Backend Developer,Freelancer,Fresh graduate,05/15/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7442158,Telegram Group,checked,"['Kubernetes', 'Docker', 'CSS', 'Figma', 'SQL', 'GCP']"
"Mar 31, 2025 @ 12:45 PM","Cindy Haryanto, S.Gz",Married,Male,Moslem,07/11/2000,"Gang Pasir Koja No. 90, Pematangsiantar, KU 88954",S2,Sistem Komputer,Universitas Indonesia,oskarhutapea@gmail.com,857659076058,Data Analyst,Freelancer,Fresh graduate,05/26/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5608449,Indeed,checked,"['GCP', 'Node.js', 'Linux', 'HTML', 'Docker']"
"Jan 28, 2025 @ 06:09 PM",Salwa Susanti,Single,Male,Catholic,03/04/1995,"Gang Wonoayu No. 249, Jambi, Kepulauan Bangka Belitung 99859",D3,Informatics,Universitas Gadjah Mada,pratamaalika@yahoo.com,541803002583,Data Analyst,Fulltime,Fresh graduate,05/18/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4515135,Glints,checked,"['React', 'Figma', 'Networking']"
"May 28, 2025 @ 02:52 PM",Harja Winarno,Married,Female,Christian,07/02/1997,"Jl. Tubagus Ismail No. 979, Kotamobagu, BE 07768",SMA/SMK,Sistem Informasi,Universitas Gunadarma,irmapuspita@yahoo.com,290041060208,Frontend Developer,Intern,1-3 years,05/17/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6852529,LinkedIn,checked,"['Python', 'Docker', 'Node.js', 'JavaScript', 'Figma']"
"Jan 27, 2025 @ 08:27 PM",Novi Tamba,Single,Male,Buddhist,08/05/1990,"Jalan Ciumbuleuit No. 82, Pematangsiantar, Nusa Tenggara Timur 27214",D3,Sistem Informasi,Universitas Gunadarma,mujurwidiastuti@hotmail.com,152609041520,Frontend Developer,Unemployed,1-3 years,05/16/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6990212,Website,checked,"['Kubernetes', 'Node.js', 'React']"
"Feb 11, 2025 @ 02:32 PM","Dadap Saputra, S.E.",Single,Female,Buddhist,07/15/1992,"Jl. R.E Martadinata No. 596, Langsa, Maluku 27712",S2,Teknik Informatika,Universitas Terbuka,eramadan@gmail.com,997545159511,UI/UX Designer,Freelancer,1-3 years,05/29/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5539382,Glints,checked,"['Kubernetes', 'Python', 'SQL', 'CSS', 'Node.js']"
"Feb 21, 2025 @ 07:08 AM",Ajimat Prasasta,Single,Female,Hindu,11/10/2001,"Gg. Waringin No. 10, Jayapura, SR 42555",S1/D4,Teknik Informatika,Universitas Indonesia,galih16@perum.id,977439925256,IT Support,Fulltime,More than 5 years,05/17/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4433348,Instagram,checked,"['Kubernetes', 'Figma', 'Azure', 'Node.js']"
"Mar 07, 2025 @ 11:37 AM","Tgk. Shania Kusumo, S.Psi",Single,Male,Moslem,06/01/2004,"Jl. PHH. Mustofa No. 182, Jayapura, Kepulauan Riau 32487",SMA/SMK,Sistem Komputer,Universitas Indonesia,mansurnabila@yahoo.com,724464768301,DevOps Engineer,Freelancer,More than 5 years,05/20/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8498734,LinkedIn,checked,"['Node.js', 'Networking', 'GCP', 'Kubernetes']"
"Jan 05, 2025 @ 08:28 PM",Anita Marbun,Married,Male,Moslem,04/09/2003,"Gg. K.H. Wahid Hasyim No. 5, Tasikmalaya, SR 32671",S2,Teknik Komputer,Institut Teknologi Bandung,zalindra57@pd.or.id,183515524882,Backend Developer,Unemployed,1-3 years,06/04/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4775497,Instagram,checked,"['GCP', 'Python', 'CSS']"
"Jan 20, 2025 @ 02:31 PM",Kambali Yuliarti,Single,Male,Moslem,01/07/2003,"Jl. Monginsidi No. 2, Surabaya, SN 91003",SMA/SMK,Manajemen Informatika,Universitas Indonesia,mahmud10@pt.int,138082609781,UI/UX Designer,Intern,Fresh graduate,05/29/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5816844,Glints,checked,"['AWS', 'Node.js', 'Networking', 'Linux', 'Kubernetes', 'CSS']"
"Mar 11, 2025 @ 06:27 AM",Cengkir Natsir,Single,Female,Buddhist,04/01/2003,"Jl. Kutai No. 55, Kediri, Papua Barat 18004",D3,Informatics,Universitas Terbuka,empluknarpati@yahoo.com,105839641847,Frontend Developer,Fulltime,3-5 years,05/22/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6738501,Glints,checked,"['GCP', 'Networking', 'Linux', 'Docker', 'SQL']"
"May 10, 2025 @ 10:36 AM",Mahmud Oktaviani,Married,Male,Hindu,05/03/1996,"Gang Kapten Muslihat No. 4, Surabaya, KU 83968",SMA/SMK,Sistem Informasi,Universitas Indonesia,nrima23@gmail.com,464987972836,DevOps Engineer,Unemployed,More than 5 years,05/27/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9530543,Telegram Group,checked,"['Azure', 'Docker', 'Figma', 'Kubernetes']"
"Apr 27, 2025 @ 12:33 PM",Dr. Prabu Sudiati,Single,Female,Catholic,05/28/2000,"Gang Rajawali Barat No. 410, Bitung, RI 50738",S1/D4,Sistem Informasi,Universitas Gunadarma,viswahyudi@yahoo.com,965378028898,UI/UX Designer,Freelancer,3-5 years,05/22/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9149134,LinkedIn,checked,"['Node.js', 'Python', 'CSS']"
"May 13, 2025 @ 11:41 PM",Lili Usamah,Married,Female,Hindu,06/18/1995,"Jalan Gegerkalong Hilir No. 24, Yogyakarta, DKI Jakarta 48955",S1/D4,Informatics,Universitas Gadjah Mada,zkusmawati@yahoo.com,294637865320,Frontend Developer,Intern,More than 5 years,05/16/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5732184,Indeed,checked,"['React', 'Figma', 'JavaScript', 'Node.js']"
"Apr 02, 2025 @ 08:33 AM",Upik Prasetyo,Single,Female,Christian,09/02/1992,"Jalan M.T Haryono No. 275, Dumai, KB 65834",S1/D4,Teknik Informatika,Universitas Gadjah Mada,xrahayu@ud.sch.id,642802046340,IT Support,Fulltime,3-5 years,05/22/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,http://www.pt.or.id/,4094976,Instagram,checked,"['Kubernetes', 'Node.js', 'Docker', 'Figma', 'React']"
"Apr 28, 2025 @ 03:38 AM","Ir. Ira Puspasari, S.Pd",Single,Female,Christian,06/18/1995,"Jl. Cempaka No. 6, Tanjungbalai, Riau 73173",D3,Sistem Komputer,Universitas Indonesia,eyolanda@ud.or.id,746040602388,Data Analyst,Freelancer,Fresh graduate,05/28/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,7228642,Instagram,checked,"['SQL', 'AWS', 'Docker', 'HTML']"
"Apr 23, 2025 @ 05:26 PM",R. Kiandra Pradana,Married,Male,Catholic,02/28/1992,"Jalan Kiaracondong No. 833, Kotamobagu, MU 83662",S2,Sistem Komputer,Universitas Indonesia,firmansyahraina@gmail.com,655693584906,Backend Developer,Unemployed,Fresh graduate,05/17/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6435940,Instagram,checked,"['Python', 'Networking', 'JavaScript', 'Kubernetes', 'Linux', 'React']"
"May 24, 2025 @ 02:02 PM","Almira Mustofa, S.Gz",Single,Female,Catholic,10/25/1998,"Jalan K.H. Wahid Hasyim No. 60, Batu, SB 30703",S2,Sistem Informasi,Institut Teknologi Bandung,elma46@yahoo.com,782613825636,UI/UX Designer,Freelancer,Fresh graduate,06/02/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5474906,Instagram,checked,"['React', 'Node.js', 'HTML', 'CSS', 'Figma']"
"May 01, 2025 @ 07:32 PM",Puti Chelsea Firmansyah,Married,Male,Moslem,07/29/2001,"Jl. Siliwangi No. 311, Makassar, SB 51625",D3,Teknik Komputer,Universitas Indonesia,siregarjagaraga@gmail.com,396104303755,Backend Developer,Intern,More than 5 years,05/14/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,https://www.pd.co.id/,4405583,Telegram Group,checked,"['React', 'CSS', 'GCP', 'AWS', 'HTML']"
"Jun 06, 2025 @ 02:09 AM","Zaenab Winarsih, S.Ked",Married,Female,Catholic,03/06/2001,"Gg. Rajawali Timur No. 3, Parepare, Jambi 13044",S2,Teknik Komputer,Universitas Bina Nusantara,dewi01@yahoo.com,249600364813,IT Support,Unemployed,1-3 years,05/23/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9594889,LinkedIn,checked,"['Networking', 'JavaScript', 'Linux', 'Docker', 'CSS']"
"Mar 26, 2025 @ 02:02 AM",Mursinin Prastuti,Married,Female,Catholic,08/31/1999,"Jl. Cihampelas No. 067, Cirebon, SB 81861",D3,Teknik Informatika,Institut Teknologi Bandung,muni30@ud.net,392472560257,DevOps Engineer,Intern,1-3 years,05/25/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,4894851,Glints,checked,"['GCP', 'Linux', 'SQL', 'Azure', 'Networking']"
"May 26, 2025 @ 05:20 AM",Jefri Mustofa,Married,Male,Catholic,08/08/1997,"Gg. Kutisari Selatan No. 661, Cirebon, Jawa Barat 46731",D3,Sistem Komputer,Universitas Bina Nusantara,galaklazuardi@pt.edu,176259793190,DevOps Engineer,Intern,More than 5 years,05/13/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,6300311,Website,checked,"['SQL', 'Networking', 'HTML', 'AWS']"
"Mar 22, 2025 @ 12:46 AM",Vicky Riyanti,Single,Male,Moslem,08/06/1992,"Gg. Tebet Barat Dalam No. 5, Pematangsiantar, KB 53965",S1/D4,Informatics,Universitas Terbuka,fujiatieja@pt.org,337443613515,Backend Developer,Intern,Fresh graduate,06/07/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,8885998,Glints,checked,"['Node.js', 'Kubernetes', 'Linux', 'AWS', 'React', 'SQL']"
"Jan 25, 2025 @ 02:40 PM",Garang Prastuti,Single,Female,Buddhist,05/01/1992,"Gang Asia Afrika No. 2, Palembang, SB 26736",D3,Sistem Komputer,Universitas Gunadarma,respatimangunsong@yahoo.com,451854301521,Data Analyst,Intern,3-5 years,06/02/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,9743740,Indeed,checked,"['Docker', 'Azure', 'JavaScript', 'CSS', 'Python', 'Kubernetes']"
"Feb 25, 2025 @ 06:10 AM",Drs. Wahyu Mahendra,Single,Male,Hindu,05/13/1994,"Gg. Cikutra Timur No. 5, Subulussalam, JK 07507",D3,Informatics,Universitas Indonesia,prasetyoganda@hotmail.com,136306091746,Backend Developer,Intern,More than 5 years,06/08/2025,,https://s2i.co.id/wp-content/uploads/forminator-dummycv.pdf,,5971982,Glints,checked,"['Python', 'SQL', 'Networking']"
